customer_id,first_name,last_name,date_of_birth,pan_number,email,phone_number,kyc_status,branch_code,created_at,updated_at
1057,Ramesh,Jain,1970-05-30,SUEIP9593W,ramesh.jain56@gmail.com,8979284540,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1058,Kavita,Gupta,2000-05-16,FPVGS3687S,kavita.gupta94@gmail.com,9903556606,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1059,Pooja,Yadav,1987-12-19,UJLJN3881L,pooja.yadav28@gmail.com,9344840166,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1060,Neha,Gupta,1992-06-06,QVSLT9285P,neha.gupta94@gmail.com,9861394699,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1061,Anjali,Desai,1985-07-08,MVPIG9247S,anjali.desai76@gmail.com,8330285834,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1062,Priya,Patel,1990-07-16,PJAWE2738W,priya.patel84@gmail.com,9144750977,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1063,Priya,Verma,1994-02-08,WONEG4524W,priya.verma86@gmail.com,9371017438,PENDING,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1064,Vikram,Desai,1960-08-11,MUCFR3545N,vikram.desai54@gmail.com,9536438547,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1065,Priya,Sharma,1992-02-13,ZOJLH2737Y,priya.sharma63@gmail.com,9229889621,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1066,Suresh,Singh,1995-07-02,RETHP7598J,suresh.singh6@gmail.com,9630500152,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1067,Rahul,Yadav,1979-07-15,FEANH9561Y,rahul.yadav85@gmail.com,9255975838,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1068,Amit,Mehta,1961-03-27,MWOML1094C,amit.mehta39@gmail.com,9323565001,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1069,Anjali,Kumar,1985-03-26,KBQBD5391Y,anjali.kumar36@gmail.com,9209139813,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1070,Neha,Mehta,1980-03-07,KPQUJ9254S,neha.mehta58@gmail.com,8124126658,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1071,Suresh,Desai,1984-10-11,QPTYF2611C,suresh.desai62@gmail.com,9487871223,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1072,Anjali,Sharma,1961-07-05,EKRMA2280H,anjali.sharma62@gmail.com,9969052333,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1073,Neha,Jain,1961-10-01,YUQRY4569E,neha.jain15@gmail.com,9486158737,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1074,Rohit,Desai,1970-11-01,BEHTO2166I,rohit.desai35@gmail.com,9200369986,REJECTED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1075,Rohit,Singh,1969-09-09,NMCBL3209S,rohit.singh5@gmail.com,9631293834,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1076,Kavita,Patel,1988-03-01,PATVO7154I,kavita.patel46@gmail.com,9088272941,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1077,Anjali,Iyer,1981-01-02,EPQMC3368K,anjali.iyer58@gmail.com,9260685198,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1078,Rohit,Kumar,1978-12-24,KMRKT0021Y,rohit.kumar60@gmail.com,9132328683,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1079,Neha,Singh,1969-06-02,KNZRO4137U,neha.singh8@gmail.com,9781964706,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1080,Kavita,Yadav,1993-03-24,LBGDH8406Z,kavita.yadav18@gmail.com,9582959430,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1081,Priya,Jain,1971-04-24,GEOOC9941E,priya.jain47@gmail.com,9720665706,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1082,Neha,Yadav,1989-09-02,MSNHV9253T,neha.yadav96@gmail.com,9596039743,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1083,Kavita,Desai,1981-10-10,NWWHU4958J,kavita.desai3@gmail.com,9140640977,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1084,Anjali,Sharma,1972-07-31,SVPRW4437M,anjali.sharma90@gmail.com,9461201532,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1085,Suresh,Singh,1977-11-19,LIESO2707W,suresh.singh11@gmail.com,9772810360,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1086,Vikram,Reddy,1995-09-22,XJZUQ1919K,vikram.reddy47@gmail.com,8419737712,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1087,Priya,Jain,1971-01-20,WWLNL7461P,priya.jain48@gmail.com,9086582276,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1088,Ramesh,Sharma,1989-09-10,UGQKC3659U,ramesh.sharma37@gmail.com,9971303377,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1089,Suresh,Patel,1993-03-17,STWAB6997N,suresh.patel33@gmail.com,9973156377,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1090,Pooja,Jain,1976-12-07,ZTSCE2030L,pooja.jain80@gmail.com,9468856720,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1091,Neha,Yadav,1973-07-22,JDNOU1086H,neha.yadav37@gmail.com,9605575518,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1092,Pooja,Jain,1966-11-07,MPGQL6842R,pooja.jain5@gmail.com,9908318565,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1093,Suresh,Iyer,1993-09-13,ELIPQ4281M,suresh.iyer82@gmail.com,9085586575,REJECTED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1094,Kavita,Desai,1961-11-24,WCJJH6083A,kavita.desai80@gmail.com,9476042813,PENDING,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1095,Ramesh,Gupta,1985-11-16,ORTBP4927T,ramesh.gupta89@gmail.com,9760210564,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1096,Priya,Yadav,1981-11-11,UFEGT7610U,priya.yadav80@gmail.com,9580586039,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1097,Priya,Iyer,1963-07-21,QILPT0271E,priya.iyer69@gmail.com,8142640971,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1098,Priya,Kumar,1983-07-20,UWJNH1999J,priya.kumar42@gmail.com,9325446027,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1099,Ramesh,Verma,1985-07-22,TICZD9879Z,ramesh.verma59@gmail.com,9870465056,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1100,Amit,Gupta,1996-04-22,OCKGD3723U,amit.gupta42@gmail.com,9611774166,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1101,Ramesh,Desai,1997-03-21,YCGAW5920O,ramesh.desai17@gmail.com,9766980694,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1102,Vikram,Reddy,1976-04-07,XHKDY3408E,vikram.reddy48@gmail.com,9449453441,PENDING,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1103,Ramesh,Gupta,1992-03-08,KJYSO5786P,ramesh.gupta50@gmail.com,9702997160,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1104,Suresh,Kumar,1991-05-07,QYHRF4239L,suresh.kumar81@gmail.com,9365139909,PENDING,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1105,Amit,Sharma,1967-01-11,OZJKE1846U,amit.sharma28@gmail.com,9283362038,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1106,Priya,Reddy,1974-06-25,QZBIZ7285S,priya.reddy63@gmail.com,9182311937,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1107,Suresh,Yadav,1966-09-16,FWIDX0811I,suresh.yadav34@gmail.com,9940034929,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1108,Suresh,Reddy,1978-11-30,UCWDJ7502E,suresh.reddy35@gmail.com,9581250480,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1109,Sneha,Singh,1993-08-28,TNTMU5159B,sneha.singh96@gmail.com,9648877647,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1110,Rahul,Kumar,1966-07-09,SXRHQ0984D,rahul.kumar71@gmail.com,9726675374,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1111,Amit,Jain,1988-09-26,MXBCP0265K,amit.jain35@gmail.com,9027347679,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1112,Suresh,Iyer,1986-03-02,JPHNL7168R,suresh.iyer46@gmail.com,9799805668,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1113,Rahul,Gupta,1960-12-03,SFLFI4404V,rahul.gupta44@gmail.com,9284274175,PENDING,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1114,Rahul,Singh,1995-11-29,GYRMC0473E,rahul.singh94@gmail.com,9281806504,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1115,Amit,Reddy,1961-12-01,OPOID3678X,amit.reddy44@gmail.com,9003732387,REJECTED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1116,Sneha,Singh,1998-01-08,BHICN1483R,sneha.singh91@gmail.com,9427921048,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1117,Pooja,Mehta,1963-01-23,JTOUV9866A,pooja.mehta86@gmail.com,9860831499,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1118,Kavita,Kumar,1970-06-02,PRSAH7931E,kavita.kumar84@gmail.com,9968597729,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1119,Vikram,Iyer,1979-03-12,OKDQA7243L,vikram.iyer61@gmail.com,9866567801,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1120,Kavita,Patel,1998-12-20,IIYPW1700O,kavita.patel50@gmail.com,8344560548,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1121,Ramesh,Sharma,1992-11-18,RMLHT1426P,ramesh.sharma97@gmail.com,9104750509,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1122,Priya,Reddy,1984-09-02,NIFZB2977J,priya.reddy87@gmail.com,9644423014,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1123,Vikram,Kumar,1960-05-14,IATEJ7588C,vikram.kumar53@gmail.com,9261079554,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1124,Ramesh,Patel,1989-05-24,KTLLC3446J,ramesh.patel27@gmail.com,9473283635,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1125,Suresh,Patel,1974-08-10,CAIUQ8908H,suresh.patel31@gmail.com,9362114958,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1126,Priya,Desai,1972-01-21,LKCWT2706Q,priya.desai44@gmail.com,9644765063,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1127,Neha,Iyer,1984-01-27,NXJSV8211T,neha.iyer89@gmail.com,9216248060,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1128,Amit,Singh,1961-01-21,DTBYQ4556S,amit.singh35@gmail.com,9679678390,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1129,Vikram,Patel,1968-09-21,QZIZI4467S,vikram.patel24@gmail.com,9636710391,PENDING,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1130,Vikram,Mehta,1973-01-31,BNILB8088T,vikram.mehta1@gmail.com,9747396766,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1131,Suresh,Kumar,1992-08-09,PJPYT0951T,suresh.kumar91@gmail.com,8975130350,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1132,Pooja,Verma,1997-11-14,MDBCX3751H,pooja.verma43@gmail.com,9974570773,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1133,Rahul,Verma,1988-09-17,SZNPJ9376B,rahul.verma4@gmail.com,9671950962,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1134,Priya,Jain,1985-06-23,UQBCR2769E,priya.jain73@gmail.com,9925435694,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1135,Suresh,Jain,1964-02-17,IPDJZ6359J,suresh.jain44@gmail.com,9699242704,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1136,Rohit,Reddy,1989-08-12,OQIDS9990V,rohit.reddy28@gmail.com,9305726236,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1137,Sneha,Jain,1978-03-17,LJJEF9421C,sneha.jain2@gmail.com,9232346918,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1138,Rahul,Yadav,1984-02-09,HUNOT5686T,rahul.yadav88@gmail.com,9165553511,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1139,Amit,Singh,1976-03-13,JEVUV1446H,amit.singh58@gmail.com,9421930695,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1140,Rahul,Yadav,1969-11-21,ZPTUG2979G,rahul.yadav21@gmail.com,9492076972,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1141,Pooja,Patel,1969-05-19,JYZMH3598Z,pooja.patel61@gmail.com,9947814653,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1142,Rahul,Kumar,1987-02-04,PWBMJ9751C,rahul.kumar94@gmail.com,9741401366,REJECTED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1143,Amit,Reddy,1989-12-14,THXDL9243A,amit.reddy61@gmail.com,9224780084,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1144,Pooja,Gupta,1976-05-12,KKJKC2307K,pooja.gupta17@gmail.com,8888307516,VERIFIED,BR001,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1145,Kavita,Patel,1994-07-26,UDHVS1740C,kavita.patel68@gmail.com,9214471656,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1146,Vikram,Singh,1966-02-05,AFDYP4721H,vikram.singh81@gmail.com,9812188518,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1147,Vikram,Verma,1977-02-05,KULCX5052E,vikram.verma91@gmail.com,9688347348,VERIFIED,BR004,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1148,Sneha,Iyer,1972-03-10,HAJOE6539R,sneha.iyer90@gmail.com,9065162785,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1149,Ramesh,Jain,1999-06-07,NZOKM6920Z,ramesh.jain19@gmail.com,9686856932,VERIFIED,BR002,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
1150,Kavita,Desai,1989-04-23,BGRCP7133U,kavita.desai61@gmail.com,9580040896,VERIFIED,BR003,2026-05-16 10:42:25.5785657,2026-05-16 10:42:25.5785657
